post_id,utility_id,year,language,annotator1_task_a,annotator1_task_b,annotator2_task_a,annotator2_task_b,task_a_agreement,task_b_agreement,both_tasks_agreement
1173316759822650,U09,2021,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
3354140997942856,U03,2020,Portuguese,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
876133717865218,U02,2024,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
719209590388642,U11,2024,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1178146495542328,U03,2016,Portuguese,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
2133418616681773,U03,2018,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1335033629853613,U03,2016,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1325004711320520,U09,2022,Italian,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
590694817737027,U05,2015,German,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,False,True,False
936859503004363,U03,2015,Portuguese,Water conservation / drought / demand management,Institutional promotion / community news,Water conservation / drought / demand management,Instruction / advice to public,True,False,False
2578497002173930,U03,2019,Portuguese,Water quality / safety / public health,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,True,True,True
903100595187435,U01,2024,Finnish,Public education / heritage / community engagement,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
1182773153886843,U01,2025,Finnish,Public education / heritage / community engagement,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,False,True,False
1033277840029195,U03,2015,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,False,True,False
1084652562022404,U09,2021,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Alert / warning,False,True,False
1068783676531659,U01,2016,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Education / awareness,False,False,False
859476179551421,U05,2024,German,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Operational update / resolution,False,False,False
978710907771841,U11,2025,Finnish,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,True,True,True
5052818421408430,U03,2022,Portuguese,Water conservation / drought / demand management,Institutional promotion / community news,Water conservation / drought / demand management,Instruction / advice to public,True,False,False
376166972406955,U03,2012,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Water conservation / drought / demand management,Education / awareness,False,False,False
1370719813004709,U01,2017,Finnish,Public education / heritage / community engagement,Education / awareness,Water quality / safety / public health,Education / awareness,False,True,False
2138693066270520,U05,2021,German,Routine / institutional / customer service / other,Education / awareness,Routine / institutional / customer service / other,Education / awareness,True,True,True
916247468862915,U09,2020,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Operational update / resolution,False,False,False
1318265900305551,U12,2025,Finnish,Water quality / safety / public health,Education / awareness,Water quality / safety / public health,Instruction / advice to public,True,False,False
4260643934012268,U01,2021,Finnish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
10157255987099268,U08,2019,French,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,True,True
5187476364609301,U03,2022,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
4109004555842874,U01,2021,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
4547531295323529,U01,2021,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Operational update / resolution,False,False,False
6265303720159888,U03,2023,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
10158211293259268,U08,2020,French,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
1044607939012377,U05,2017,German,Routine / institutional / customer service / other,Other / unclear,Routine / institutional / customer service / other,Education / awareness,True,False,False
226129204140314,U03,2012,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Water conservation / drought / demand management,Institutional promotion / community news,False,True,False
6412861222070803,U03,2023,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Education / awareness,True,False,False
10155686554031714,U10,2018,Swedish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,True,True,True
5189525387737732,U03,2022,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,False,True,False
1304594225039612,U05,2025,German,Public education / heritage / community engagement,Education / awareness,Water quality / safety / public health,Instruction / advice to public,False,False,False
10152918455841714,U10,2015,Swedish,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,False,True,False
816839778455862,U05,2016,German,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,True,True
1260093914478267,U09,2022,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
4523466607676950,U03,2021,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1825361627616909,U02,2020,German,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,True,True,True
5007104915979781,U03,2022,Portuguese,Routine / institutional / customer service / other,Education / awareness,Water quality / safety / public health,Education / awareness,False,True,False
122242521296089660,U06,2025,English,Public education / heritage / community engagement,Education / awareness,Water quality / safety / public health,Instruction / advice to public,False,False,False
785814726671915,U09,2023,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1050940320159353,U09,2024,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1691075504378856,U02,2020,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
1430297007457956,U09,2022,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1022309258256735,U09,2021,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Operational update / resolution,False,False,False
3129561683734123,U03,2020,Portuguese,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,True,True,True
434421051713,U10,2010,Swedish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,False,False
249518688485321,U03,2012,Portuguese,Routine / institutional / customer service / other,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
10153056380001714,U10,2015,Swedish,Public education / heritage / community engagement,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,False,True,False
860246526141053,U05,2024,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
925359542717432,U09,2024,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1973029772850093,U02,2021,German,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Instruction / advice to public,False,False,False
1658154852324212,U07,2026,Dutch,Routine / institutional / customer service / other,Instruction / advice to public,Routine / institutional / customer service / other,Instruction / advice to public,True,True,True
10157044704499268,U08,2018,French,Routine / institutional / customer service / other,Education / awareness,Public education / heritage / community engagement,Education / awareness,False,True,False
3093410664068940,U01,2020,Finnish,Routine / institutional / customer service / other,Instruction / advice to public,Routine / institutional / customer service / other,Instruction / advice to public,True,True,True
3961084050581878,U03,2021,Portuguese,Routine / institutional / customer service / other,Other / unclear,Service disruption / repair / infrastructure,Alert / warning,False,False,False
1069706039719708,U03,2015,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Instruction / advice to public,True,False,False
5220495064640764,U03,2022,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
725767144229793,U05,2016,German,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,True,True,True
921362219783831,U09,2024,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
2312864005403899,U03,2019,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,False,True,False
4830763103613964,U03,2021,Portuguese,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
705960563224941,U09,2019,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Alert / warning,False,True,False
604215585075939,U01,2023,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Institutional promotion / community news,False,True,False
553021171852215,U09,2019,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Operational update / resolution,False,False,False
675612051262796,U08,2023,French,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,False,True,False
5289221251131800,U04,2022,Norwegian,Flood / stormwater / wastewater / sewer,Instruction / advice to public,Flood / stormwater / wastewater / sewer,Instruction / advice to public,True,True,True
1383391509800549,U07,2025,Dutch,Water quality / safety / public health,Other / unclear,Water quality / safety / public health,Education / awareness,True,False,False
992558124504262,U11,2020,Finnish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,True,True,True
665705442267156,U03,2023,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,True,True
762927697094534,U04,2014,Norwegian,Water quality / safety / public health,Education / awareness,Water quality / safety / public health,Education / awareness,True,True,True
994659493891030,U03,2015,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,False,True,False
3074118792611746,U03,2020,Portuguese,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
6190754107614850,U03,2023,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Education / awareness,False,False,False
10158100543034268,U08,2019,French,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Education / awareness,True,False,False
1402770584976323,U09,2026,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
2510779975665348,U01,2019,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Operational update / resolution,False,False,False
10160919330114268,U08,2023,French,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
933541528811552,U05,2024,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
323539377669715,U03,2012,Portuguese,Routine / institutional / customer service / other,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
10156259018964268,U08,2018,French,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
924590319706673,U05,2024,German,Routine / institutional / customer service / other,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
896463259149029,U10,2024,Swedish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
3750813721608913,U03,2020,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1983547585131645,U02,2021,German,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Education / awareness,False,False,False
1085115194844212,U07,2016,Dutch,Water conservation / drought / demand management,Institutional promotion / community news,Water conservation / drought / demand management,Education / awareness,True,False,False
1400263863460023,U02,2019,German,Water quality / safety / public health,Institutional promotion / community news,Water quality / safety / public health,Education / awareness,True,False,False
1223733622880021,U09,2025,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
500900123297294,U04,2013,Norwegian,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
644100595666638,U01,2014,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
1695386610538026,U01,2018,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,False,False,False
277523508977554,U03,2012,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
1553334538487535,U09,2023,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
10159786877829268,U08,2021,French,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
511831242290052,U05,2014,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
2203754369937940,U12,2019,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
10155141928964268,U08,2017,French,Water conservation / drought / demand management,Reassurance / safety information,Water conservation / drought / demand management,Reassurance / safety information,True,True,True
4627612800595663,U03,2021,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Education / awareness,False,False,False
1206295833191409,U09,2021,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
3444750358934967,U01,2020,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
2570631773013501,U01,2019,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,True,False,False
1648052551938099,U01,2018,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
1027667947373043,U05,2017,German,Routine / institutional / customer service / other,Education / awareness,Water quality / safety / public health,Education / awareness,False,True,False
1112718577560512,U05,2025,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
1464330978820283,U09,2026,Italian,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
2061645670815478,U12,2018,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
1517425655000790,U01,2017,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,False,False,False
677066031131097,U03,2023,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,False,True,False
10158039795296714,U10,2021,Swedish,Routine / institutional / customer service / other,Instruction / advice to public,Water quality / safety / public health,Instruction / advice to public,False,True,False
798034185687248,U08,2024,French,Water quality / safety / public health,Education / awareness,Water quality / safety / public health,Education / awareness,True,True,True
792487640774884,U03,2014,Portuguese,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,True,True,True
4458390670851211,U03,2021,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1001331937021134,U09,2021,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Operational update / resolution,False,False,False
6363696170320642,U03,2023,Portuguese,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
5538694462820821,U03,2022,Portuguese,Water quality / safety / public health,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,True,True,True
1173460619397297,U01,2016,Finnish,Routine / institutional / customer service / other,Education / awareness,Routine / institutional / customer service / other,Education / awareness,True,True,True
1371628728299144,U10,2025,Swedish,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
10157279634404268,U08,2019,French,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
2099492020364176,U12,2018,Finnish,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
3324079197615703,U03,2020,Portuguese,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
1153617538459239,U09,2021,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Operational update / resolution,False,False,False
2244675092275839,U01,2019,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
2877375692339106,U01,2020,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
5827398917283706,U03,2022,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
1034550658464986,U09,2024,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
976806475676332,U03,2015,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Water conservation / drought / demand management,Institutional promotion / community news,False,True,False
1064197302392191,U02,2025,German,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Education / awareness,False,False,False
518333485320984,U09,2019,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Alert / warning,False,True,False
2009820259094658,U01,2018,Finnish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Instruction / advice to public,True,False,False
3311491102260894,U01,2020,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Service disruption / repair / infrastructure,Education / awareness,False,False,False
1452015378208485,U01,2017,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
300765656710875,U03,2013,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
1799028166903680,U05,2020,German,Service disruption / repair / infrastructure,Operational update / resolution,Flood / stormwater / wastewater / sewer,Education / awareness,False,False,False
1981214285525284,U12,2018,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
10160300092269268,U08,2022,French,Routine / institutional / customer service / other,Institutional promotion / community news,Water conservation / drought / demand management,Institutional promotion / community news,False,True,False
786439559942765,U09,2023,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
2123573481129054,U02,2021,German,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
2215839701889189,U05,2021,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Operational update / resolution,True,False,False
922109568276705,U09,2020,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Operational update / resolution,False,False,False
1114855213976498,U10,2024,Swedish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
1151984714941365,U05,2018,German,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
769242782051989,U11,2024,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
1664267890263517,U03,2017,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
1897820310294654,U01,2018,Finnish,Flood / stormwater / wastewater / sewer,Instruction / advice to public,Flood / stormwater / wastewater / sewer,Instruction / advice to public,True,True,True
1454162691738054,U09,2022,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
1464111426945832,U03,2017,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Water quality / safety / public health,Institutional promotion / community news,False,True,False
2069162983223529,U05,2021,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Institutional promotion / community news,True,True,True
2137211386302496,U03,2018,Portuguese,Water conservation / drought / demand management,Instruction / advice to public,Flood / stormwater / wastewater / sewer,Instruction / advice to public,False,True,False
2254461467963868,U01,2019,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
982146291862065,U01,2016,Finnish,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
847686739052322,U09,2020,Italian,Public education / heritage / community engagement,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
1112521382104840,U03,2016,Portuguese,Public education / heritage / community engagement,Education / awareness,Water conservation / drought / demand management,Education / awareness,False,True,False
1456912860999022,U03,2017,Portuguese,Routine / institutional / customer service / other,Education / awareness,Routine / institutional / customer service / other,Education / awareness,True,True,True
5769235519766713,U03,2022,Portuguese,Routine / institutional / customer service / other,Education / awareness,Water quality / safety / public health,Education / awareness,False,True,False
870125773414165,U11,2020,Finnish,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,True,True,True
1056584346651163,U11,2025,Finnish,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Education / awareness,True,False,False
2672043312819298,U03,2019,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
596974570442385,U05,2015,German,Flood / stormwater / wastewater / sewer,Alert / warning,Flood / stormwater / wastewater / sewer,Alert / warning,True,True,True
1363490530470690,U02,2019,German,Water conservation / drought / demand management,Instruction / advice to public,Water conservation / drought / demand management,Instruction / advice to public,True,True,True
1940261256027833,U04,2018,Norwegian,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Institutional promotion / community news,False,True,False
1212836663969717,U09,2025,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
2397692900307390,U01,2019,Finnish,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,True,True
707872768036724,U08,2023,French,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Education / awareness,False,False,False
221223574642849,U03,2012,Portuguese,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Education / awareness,True,True,True
492977924175384,U05,2014,German,Water quality / safety / public health,Education / awareness,Water quality / safety / public health,Education / awareness,True,True,True
2488918467798451,U03,2019,Portuguese,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
2705368656443173,U12,2020,Finnish,Routine / institutional / customer service / other,Education / awareness,Service disruption / repair / infrastructure,Education / awareness,False,True,False
10154459035456714,U10,2017,Swedish,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Education / awareness,False,False,False
4192402907448743,U07,2021,Dutch,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
5929641013726162,U03,2022,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Education / awareness,False,False,False
1032399463450366,U03,2015,Portuguese,Public education / heritage / community engagement,Education / awareness,Service disruption / repair / infrastructure,Institutional promotion / community news,False,False,False
10157367341389268,U08,2019,French,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
10156641885239268,U08,2018,French,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
3787095931367073,U01,2021,Finnish,Public education / heritage / community engagement,Education / awareness,Public education / heritage / community engagement,Instruction / advice to public,True,False,False
1118295486994448,U08,2025,French,Public education / heritage / community engagement,Institutional promotion / community news,Public education / heritage / community engagement,Institutional promotion / community news,True,True,True
10158607685746714,U10,2022,Swedish,Flood / stormwater / wastewater / sewer,Education / awareness,Flood / stormwater / wastewater / sewer,Education / awareness,True,True,True
1438020596685597,U09,2022,Italian,Service disruption / repair / infrastructure,Alert / warning,Service disruption / repair / infrastructure,Alert / warning,True,True,True
3288001977890092,U03,2020,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Institutional promotion / community news,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,False,False
658357474304094,U05,2015,German,Public education / heritage / community engagement,Education / awareness,Water quality / safety / public health,Education / awareness,False,True,False
970245869718774,U01,2016,Finnish,Public education / heritage / community engagement,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,False,False,False
476638702823796,U09,2018,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Alert / warning,False,True,False
1192934520859626,U02,2018,German,Routine / institutional / customer service / other,Institutional promotion / community news,Routine / institutional / customer service / other,Instruction / advice to public,True,False,False
2695300117160284,U03,2019,Portuguese,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,True,True,True
750955958725401,U09,2020,Italian,Service disruption / repair / infrastructure,Alert / warning,Water quality / safety / public health,Alert / warning,False,True,False
10158482616896714,U10,2022,Swedish,Water conservation / drought / demand management,Education / awareness,Water quality / safety / public health,Education / awareness,False,True,False
685017333669300,U03,2023,Portuguese,Routine / institutional / customer service / other,Institutional promotion / community news,Water quality / safety / public health,Education / awareness,False,False,False
122235760868089660,U06,2025,English,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
10159417498514268,U08,2021,French,Water conservation / drought / demand management,Education / awareness,Water conservation / drought / demand management,Education / awareness,True,True,True
2457696204307059,U01,2019,Finnish,Environmental sustainability / waste / recycling / biodiversity,Education / awareness,Environmental sustainability / waste / recycling / biodiversity,Instruction / advice to public,True,False,False
899765945666338,U11,2024,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Instruction / advice to public,False,False,False
1629900563753298,U01,2018,Finnish,Routine / institutional / customer service / other,Institutional promotion / community news,Public education / heritage / community engagement,Education / awareness,False,False,False
1126509509494303,U02,2025,German,Routine / institutional / customer service / other,Institutional promotion / community news,Flood / stormwater / wastewater / sewer,Education / awareness,False,False,False
